season_order,episode_number_global,season_number,seaons_label,episode_number,episode_name,person_name,type,type_short,type_number,mentioned_by,quote/context,type_of_issue,special_category,special_category_first
5,44,3,3,13,Starvin' Marvin in Space,Jesse Jackson,mentioned,m,3,Cartman,"""Yeah, and maybe Jesse Jackson will be President, heh.""", ,,
5,45,3,3,14,The Red Badge of Gayness,Bill Clinton,appeared,a,1,,"As a president, negotiates surrender to Cartman and the Confederacy.", ,,
5,45,3,3,14,The Red Badge of Gayness,Al Gore,appeared,a,1,,"As a vice president, negotiates surrender to Cartman and the Confederacy.", ,,
5,45,3,3,14,The Red Badge of Gayness,Jefferson Davis,mentioned,m,3,Guide,"""But Abraham Lincoln's administration would not surrender the fort to the Confederates, so Jefferson Davis decided to take action.""", ,,
5,45,3,3,14,The Red Badge of Gayness,Robert Edward Lee,mentioned,m,3,Stan,"""You can't just come to a Civil War reenactment dressed up like General Lee, fatass!""", ,,
5,45,3,3,14,The Red Badge of Gayness,Abraham Lincoln,mentioned,m,3,Guide,"""But Abraham Lincoln's administration would not surrender the fort to the Confederates, so Jefferson Davis decided to take action.""", ,,
5,45,3,3,14,The Red Badge of Gayness,Marisa Tomei,mentioned,m,3,Cartman,"""If you do not meet our demands, we will be forced to show the videotapes we have of you with Marisa Tomei.""", ,,
5,45,3,3,14,The Red Badge of Gayness,Courtney Love,depicted,d,2,,"Her photo appears in new report: ""...And she was forced to live off her own feces for several days. """, ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,John F. Kennedy,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,John F. Kennedy Jr.,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Adolf Hitler,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Courteney Cox,mentioned,m,3,Gerald,"""Courtney Cox, I love you. You're so hot on that show.""", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Jeffrey Dahmer,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Mao Zedong,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Genghis Khan,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Michael Landon,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,"Diana, Princess of Wales",appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Gene Siskel,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"".", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,James Stewart,appeared,a,1,,"Appears in Hell singing ""Christmas time in Hell"". ""Merry Christmas, movie house!""", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Andy Dick,depicted,d,2,,His photo is hanging on a wall in Hell., ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Thomas M. Vogt,appeared,a,1,,"""Fighting the frizzies, at 11.""", ,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,Harrison Schmitt,depicted,d,2,,Collects moon rock on the photo in Mr. Garrison's classroom., ,schmitt,
5,47,3,3,16,"Are You There God? It's Me, Jesus",Rod Stewart,appeared,a,1,,Performs at the New Year's Eve event in Las Vegas., ,,
5,47,3,3,16,"Are You There God? It's Me, Jesus",John Travolta,mentioned,m,3,God,"""Yea, like John Travolta before you. You are experiencing a second revival.""", ,,
5,48,3,3,17,World Wide Recorder Concert,Yoko Ono,appeared,a,1,,Co-leads the 4 Million Child Blow 2000., ,,
5,48,3,3,17,World Wide Recorder Concert,Kenny G,appeared,a,1,,Co-leads the 4 Million Child Blow 2000., ,,
5,48,3,3,17,World Wide Recorder Concert,Karen Carpenter,mentioned,m,3,Cartman,"""That's nice. When I find it I'll just make you crap yourself so you look like Karen Carpenter.""", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Dan Rather,mentioned,m,3,Kyle,"""What about Dan Rather? Do you think he's real?""", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Oprah Winfrey,mentioned,m,3,Cartman,"""Oh, dude, that is tits! I mean, that is big fat Oprah tits right there!""", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Jennifer Lopez,mentioned,m,3,Cartman,"""It's better than your dress! You look like a bad Jennifer Lopez nightmare!""", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Hillary Clinton,mentioned,m,3,Anchor,"""...to which Ms. Clinton replied, ""I don't even like Vagina.""", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Pope John Paul II,depicted,d,2,,"Portrait in ""Loogie's ristorante"".", ,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,Rene Descartes,mentioned,m,3,,"A ""DESCARTES"" book Kyle reads.", ,,
6,50,4,4,2,Cartman's Silly Hate Crime 2001,Phil Collins,depicted,d,2,,His face is depicted on the Phil Collins Hill., ,,
6,51,4,4,3,Timmy 2000,Phil Collins,appeared,a,1,,"Collins, who is always seen clutching an Oscar, is upset with The Lords of the Underworld because of the way they use Timmy in their band.", ,,
6,51,4,4,3,Timmy 2000,Charlie Rose,appeared,a,1,,"Appears on PBS: ""Tonight, we analyze the new rock sensation, Timmeo, the controversial new band that has taken the country by storm.""", ,,
6,51,4,4,3,Timmy 2000,Christina Aguilera,appeared,a,1,,Appears in Cartman's hallucinations as little pink Christina Aguilera monster.,parody,,
6,51,4,4,3,Timmy 2000,Kurt Loder,appeared,a,1,,"""Why am I still doing this? I've got to be the oldest person in this network by at least 40 years.""", ,,
6,51,4,4,3,Timmy 2000,F. Scott Fitzgerald,mentioned,m,3,Doctor,"""Egh. Now, Timmy, I'm going to read you a book called, ""The Great Gatsby,"" by F. Scott Fitzgerald. At the end of the novel I'll ask you a few questions. Are you ready?""", ,,
6,51,4,4,3,Timmy 2000,Robert Smith,appeared,a,1,,Appeared on a monitor in MTV studio behind Kurt Louder., ,,
6,51,4,4,3,Timmy 2000,Ozzy Osbourne,appeared,a,1,,Appeared on a monitor in MTV studio behind Kurt Louder., ,,
6,51,4,4,3,Timmy 2000,Jonathan Davis,appeared,a,1,,Appeared on a monitor in MTV studio behind Kurt Louder., ,,
6,51,4,4,3,Timmy 2000,Elton John,appeared,a,1,,Appeared on a monitor in MTV studio behind Kurt Louder., ,,
6,51,4,4,3,Timmy 2000,Rick James,appeared,a,1,,Appeared on a monitor in MTV studio behind Kurt Louder., ,,
6,51,4,4,3,Timmy 2000,Kathie Lee Gifford,depicted,d,2,,Photo of Principal Victoria with Kathie Lee Gifford in Principal Victoria's office., ,kathie_victoria,
6,52,4,4,4,Quintuplets 2000,Janet Reno,appeared,a,1,,"The Romanians want to bring the Quintuplets back to their country, they seek Janet Reno for help.", ,,
6,52,4,4,4,Quintuplets 2000,Andrea Bocelli,mentioned,m,3,,"Kenny reads ""Singing like Bocelli for Dummies"".", ,,
6,52,4,4,4,Quintuplets 2000,Wolfgang Mozart,mentioned,m,3,Narrator,"""And now lesson 4: the complete works of Mozart. Let's begin.""", ,,
6,52,4,4,4,Quintuplets 2000,Jack Kevorkian,mentioned,m,3,Stephen Stotch,"Stephen Stotch's professional protest sign has multiple page, one of them says ""FREE KEVORKIAN"".", ,,
6,52,4,4,4,Quintuplets 2000,Oprah Winfrey,mentioned,m,3,Quint,"""The only place we can go. We're going on Oprah and then a book tour.""", ,,
6,53,4,4,5,Cartman Joins NAMBLA,Marlon Brando,mentioned,m,3,Mephesto,"""What? No! We're the North American Marlon Brando Look-Alikes.""", ,,
6,53,4,4,5,Cartman Joins NAMBLA,Bill Kurtis,appeared,a,1,,His electronic head , ,,
6,53,4,4,5,Cartman Joins NAMBLA,John Denver,mentioned,m,3,Announcer,"""Hey, are you feeling down? You need some excitement. And North Park Funland has just opened its newest ride! The John Denver Experience!""", ,,
6,53,4,4,5,Cartman Joins NAMBLA,Bill Clinton,depicted,d,2,,A photo of him with Cartman in Cartman's room., ,,
6,54,4,4,6,Cherokee Hair Tampons,Cheech Marin,appeared,a,1,,Appears as a Miss Information's assistant Chief Running Pinto., ,,
6,54,4,4,6,Cherokee Hair Tampons,Tommy Chong,appeared,a,1,,Appears as a Miss Information's assistant Carlos Ramirez., ,,
6,54,4,4,6,Cherokee Hair Tampons,Sam Adams,mentioned,m,3,Chairman,"""Did you know that not one of your students knew who Sam Adams was?""", ,,
6,55,4,4,7,Chef Goes Nanners,Chris Petersen,appeared,a,1,,"""You boys go make me proud now and win that debate- Chris Peterson! God-damnit, we missed him again!""", ,,
6,55,4,4,7,Chef Goes Nanners,Thich Quang Duc,depicted,d,2,,"Chef: ""In the 1960s there was a monk [shows a photo of Thich Quang Duc in flames] who set himself on fire to protest! You have left me no choice!""", ,,
6,55,4,4,7,Chef Goes Nanners,Russell Crowe,depicted,d,2,,Poster in Wendy's room., ,,
6,56,4,4,8,Something You Can Do with Your Finger,Honore de Balzac,mentioned,m,3,Wendy,"""Balzac was a writer, he lived with Allen Funt. Mrs. Roberts didn't like him, but that's 'cause she's a-""", ,,
6,56,4,4,8,Something You Can Do with Your Finger,Allen Funt,mentioned,m,3,Wendy,"""Balzac was a writer, he lived with Allen Funt. Mrs. Roberts didn't like him, but that's 'cause she's a-""", ,,
6,56,4,4,8,Something You Can Do with Your Finger,Leonardo DiCaprio,mentioned,m,3,Cartman,"""Let's go crazier than that! I mean, you have to act like it's freakin' Leonardo DiCaprio!""", ,,
6,56,4,4,8,Something You Can Do with Your Finger,Matt Lauer,mentioned,m,3,Girls,"Cartman: ""Fine! Who would you go crazy for?"" Girls: ""Matt Lauer.""", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Saddam Hussein,appeared,a,1,,Appears as Satan's lover., ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Pope John Paul II,appeared,a,1,,Sister Anne speaks with the Pope on the phone., ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Jeffrey Dahmer,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Gene Siskel,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,"Diana, Princess of Wales",appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,John F. Kennedy,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,John F. Kennedy Jr.,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Michael Landon,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Conan O'Brien,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Jerry Garcia,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Allen Ginsberg,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Adolf Hitler,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Mao Zedong,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,George Burns,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Frank Sinatra,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Dean Martin,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Tiny Tim,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,Walter Matthau,appeared,a,1,,"Appears in Hell singing ""The Hukilau Song"" with Satan during Luau celebration.", ,,
6,57,4,4,9,Do the Handicapped Go to Hell?,John Steinbeck,mentioned,m,3,,"Ike reads from ""Cannery Row"" by John Steinbeck.", ,,
6,58,4,4,10,Probably,Saddam Hussein,appeared,a,1,,Appears as Satan's lover., ,,
6,58,4,4,10,Probably,JonBenet Ramsey,appeared,a,1,,Advises to Satan on his relationship with Saddam Hussein., ,,
6,58,4,4,10,Probably,Henry Winkler,appeared,a,1,,Appears as his character Fonzie who attempts to jump a shark with his water skis.,character,,
6,58,4,4,10,Probably,Richie Cunningham,appeared,a,1,,Appears watching Fonzie trying to jump a shark with his water skis., ,,
6,58,4,4,10,Probably,Joanie Cunningham,appeared,a,1,,Appears watching Fonzie trying to jump a shark with his water skis., ,,
6,58,4,4,10,Probably,Ralph Malph,appeared,a,1,,Appears watching Fonzie trying to jump a shark with his water skis., ,,
6,58,4,4,10,Probably,Potsy Weber,appeared,a,1,,Appears watching Fonzie trying to jump a shark with his water skis., ,,
6,58,4,4,10,Probably,Antonio Banderas,depicted,d,2,,Life-sized blow-up Antonio Banderas love doll in a motel room with Satan and Saddam Hussein.,parody,,
6,59,4,4,11,Fourth Grade,Gene Roddenberry ,mentioned,m,3,Nerd,"""I can't wait for Gene Roddenberry to tell you how WRONG you are! Just like when you said there were no two-parters of Battlestar Galactica!""", ,,
6,59,4,4,11,Fourth Grade,Kathie Lee Gifford,depicted,d,2,,Photo of Principal Victoria with Kathie Lee Gifford in Principal Victoria's office., ,kathie_victoria,
6,60,4,4,12,Trapper Keeper,Bill Cosby,mentioned,m,3,,A white cyborg from the future BSM-471 is named Bill Cosby., ,,
6,60,4,4,12,Trapper Keeper,Rosie O'Donnell,appeared,a,1,,Assists to recount the votes in the kindergarten., ,,
6,60,4,4,12,Trapper Keeper,Jesse Jackson,appeared,a,1,,Assists to recount the votes in the kindergarten., ,,
6,60,4,4,12,Trapper Keeper,James Van Der Beek,depicted,d,2,,Photos of Dawson's Creek's cast on Trapper Keepers., ,,
6,60,4,4,12,Trapper Keeper,Joshua Jackson,depicted,d,2,,Photos of Dawson's Creek's cast on Trapper Keepers., ,,
6,60,4,4,12,Trapper Keeper,Katie Holmes,depicted,d,2,,Photos of Dawson's Creek's cast on Trapper Keepers., ,,
6,60,4,4,12,Trapper Keeper,Michelle Williams,depicted,d,2,,Photos of Dawson's Creek's cast on Trapper Keepers., ,,
6,61,4,4,13,Helen Keller! The Musical,Anne Sullivan,mentioned,m,3,,Played by Bebe in the musical., ,,
6,61,4,4,13,Helen Keller! The Musical,Tim Rice,mentioned,m,3,Cartman,"""Twenty minutes! Does Tim Rice's mom give him twenty minutes to write the lyrics to ""Phantom Of The Opera""?!""", ,,
6,61,4,4,13,Helen Keller! The Musical,Geena Davis,mentioned,m,3,Cartman,"""Unfortunate accident? You mean, like Geena Davis getting her own TV show?""", ,,
6,61,4,4,13,Helen Keller! The Musical,Helen Keller,depicted,d,2,,Photo on Cartman's table. , ,,
6,61,4,4,13,Helen Keller! The Musical,Mr. T,depicted,d,2,,Poster in Cartman's room., ,,
6,62,4,4,14,Pip,Malcolm McDowell,appeared,a,1,,"Narrator for the episode (the ""British person"").", ,,
6,62,4,4,14,Pip,Charles Dickens,mentioned,m,3,Malcolm McDowell,"""Aaah. Dickens. The imagery of cobblestone streets, cragging London buildings, and nutmeg-filled Yorkshire puddings.""", ,,
6,62,4,4,14,Pip,Tony Blair,appeared,a,1,,"The Grand Ballroom at the Palace, evening. Tony Blair and wife descend the Grand Staircase as dozens of couples dance before them.", ,,
6,63,4,4,15,Fat Camp,James Taylor,appeared,a,1,,"Sings ""The Prostitute Song"" with Chef.", ,,
6,63,4,4,15,Fat Camp,Howard Stern,appeared,a,1,,"Interviews Kenny, Tom Green, and Johnny Knoxville on his radio show.", ,,
6,63,4,4,15,Fat Camp,Johnny Knoxville,appeared,a,1,,"Being interviewed by Howard Stern, along with Kenny McCormick and Tom Green.", ,,
6,63,4,4,15,Fat Camp,Tom Green,appeared,a,1,,"Being interviewed by Howard Stern, along with Kenny McCormick and Johnny Knoxville", ,,
6,63,4,4,15,Fat Camp,R. Kelly,mentioned,m,3,Butters,"""Uh-here. Uh-you can scoop it up in my R. Kelly thermos.""", ,,
6,63,4,4,15,Fat Camp,Elton John,depicted,d,2,,Depicted on a poster in Howard Stern's studio., ,,
6,63,4,4,15,Fat Camp,Antonio Banderas,depicted,d,2,,Life-sized blow-up Antonio Banderas love doll in Howard Stern's studio.,parody,,
6,63,4,4,15,Fat Camp,Fred Savage,depicted,d,2,,Depicted on a poster in Howard Stern's studio., ,,
6,63,4,4,15,Fat Camp,Sally Struthers,depicted,d,2,,"""FAT BUSTERS"" poster in the Fat Camp barracks.", ,,
6,63,4,4,15,Fat Camp,Spike Lee,depicted,d,2,,Poster in Howard Stern's studio., ,,
6,64,4,4,16,The Wacky Molestation Adventure,Fidel Castro,appeared,a,1,,Reads Kyle's letter and brings peace to Cuba., ,,
6,64,4,4,16,The Wacky Molestation Adventure,John Elway,depicted,d,2,,Statue in the John Elway Memorial Park., ,,
6,64,4,4,16,The Wacky Molestation Adventure,Jerry Mathers,depicted,d,2,,"Prison Counselor pulls out a life-sized black-and-white cutout of Jerry Mathers as ""the Beaver"" (from Leave it to Beaver).", ,,
6,65,4,4,17,A Very Crappy Christmas,Jon Bon Jovi,mentioned,m,3,News anchor,"""In an SPC poll, 38% said they were fed up and tired of the holiday, 5% said they were indifferent to it, and a whopping 57% they would quick Bon Jovi square in the balls if given the opportunity.""", ,,
6,65,4,4,17,A Very Crappy Christmas,Brian Boitano,depicted,d,2,,Kyle works on a Brian Boitano cutout., ,,
7,66,5,5,1,It Hits the Fan,Drew Carey,appeared,a,1,,"Appears on he Drew Carey Show. ""Hey! Heh, shit! Heh. Ya ain't shit.""", ,,
7,66,5,5,1,It Hits the Fan,Kathy Kinney,appeared,a,1,,"Appears Mimi Bobeck on he Drew Carey Show. ""Yeah. Dude, ya ain't shit!""", ,,
7,66,5,5,1,It Hits the Fan,LaToya Jackson,mentioned,m,3,Chef,"Stan: ""What's the Black Death, Chef?"" Chef: ""LaToya Jackson, children.""", ,,
7,67,5,5,2,Cripple Fight,Steven Spielberg,appeared,a,1,,"Appears on TV: ""I salute those boys and their courage. I am hereby cutting all my funding to the Scouts!"".", ,,
7,67,5,5,2,Cripple Fight,Gloria Allred,appeared,a,1,,"""It is a disgrace that these homophobes are allowed to discriminate. I am taking this case on, personally!""", ,,
7,67,5,5,2,Cripple Fight,John Travolta,mentioned,m,3,Jimmy,"""How about Jimmy Stewart? ""Merry Christmas, movie house."" And John Travolta. ""Oh my God, Mr. Kotter! Mr. Kotter, oh, oh my God, Mr. Kotter!""", ,,
7,67,5,5,2,Cripple Fight,James Stewart,mentioned,m,3,Jimmy,"""How about Jimmy Stewart? ""Merry Christmas, movie house."" And John Travolta. ""Oh my God, Mr. Kotter! Mr. Kotter, oh, oh my God, Mr. Kotter!""", ,,
7,67,5,5,2,Cripple Fight,George W. Bush,mentioned,m,3,Jimmy,"""You know, sometimes people ask me, ""Are you angry at God for making disabled people?"" I say, ""No, I think the world is better with puh-President Bush.""""", ,,
7,67,5,5,2,Cripple Fight,Marc Shaiman,appeared,a,1,,"He sang the song ""Too Fat Polka"" in an attempt to cheer up Big Gay Al after he was fired as the Scout leader.", ,,
7,68,5,5,3,Super Best Friends,David Blaine,appeared,a,1,,"The leader of the suicide cult religion, ""Blaintology"" who views his magic tricks as holy ""miracles"".", ,,
7,68,5,5,3,Super Best Friends,Kristen Miller,appeared,a,1,,"Appears in ""Super Best Friends"" as George Bush's secretary, Princess. ", ,,
7,68,5,5,3,Super Best Friends,Marcia Wallace,appeared,a,1,," Appears as George Bush's maid, Maggie.", ,,
7,68,5,5,3,Super Best Friends,Abraham Lincoln,appeared,a,1,,Appears as a statue brought to life by David Blaine., ,,
7,68,5,5,3,Super Best Friends,George W. Bush,appeared,a,1,,"Appears in the White House: ""Well we can't give them tax-exempt status either, Karl!""", ,,
7,68,5,5,3,Super Best Friends,Kurt Fuller,appeared,a,1,,"Appears as his character Karl Rove in the White House: ""Mr. President, we can't let them all kill themselves!""", ,,
7,68,5,5,3,Super Best Friends,Paula Poundstone,mentioned,m,3,Cartman,"Kyle: ""Cartman! Cartman, wake up! Cartman!"" Cartman: ""No, Paula Poundstone! Leave me alone! Eyuh! Uh?""", ,,
7,68,5,5,3,Super Best Friends,Laura Bush,appeared,a,1,,Appears in the White House when her husband is being persuaded to give tax-exempt status to Blaintology cult., ,,
7,68,5,5,3,Super Best Friends,John D'Aquino,appeared,a,1,,"As Bush decides whether to give the Blaintologists tax-exempt status or let them commit ritual suicide, Larry randomly walks in and says ""Hey George!"".", ,,
7,68,5,5,3,Super Best Friends,John Wilkes Booth,appeared,a,1,,Appears as a statue built and brought to life by the Super Best Friends., ,,
7,69,5,5,4,Scott Tenorman Must Die,Jonny Greenwood,appeared,a,1,,"Appears with that band Radiohead. ""We're that band, Radiohead.""", ,,
7,69,5,5,4,Scott Tenorman Must Die,Colin Greenwood,appeared,a,1,,"Appears with that band Radiohead. ""Are you gonna cry all day, crybaby??""", ,,
7,69,5,5,4,Scott Tenorman Must Die,Ed O'Brien,appeared,a,1,,"Appears with that band Radiohead. ""Come on, guys, let's go. This kid is totally not cool.""", ,,
7,69,5,5,4,Scott Tenorman Must Die,Thom Yorke,appeared,a,1,,"Appears with that band Radiohead. ""Yeah, that's the most uncool kid I've ever met.""", ,,
7,69,5,5,4,Scott Tenorman Must Die,Phil Selway,appeared,a,1,,"Appears with that band Radiohead. ""Little crybaby!""", ,,
7,69,5,5,4,Scott Tenorman Must Die,Kurt Loder,appeared,a,1,,Interviews Radiohead in Cartman's faked video., ,,
7,69,5,5,4,Scott Tenorman Must Die,Kris Kristofferson,mentioned,m,3,Cartman,"""Hello, sir, my name is Kris Kristofferson. I'm with the IRS. I'm here to collect ten dollars that you own in back taxes.""", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Soleil Moon Frye,depicted,d,2,,"As Punky Brewster in ""Punky Brewster, Behind The Blow."" on TV..", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Ed Sullivan,appeared,a,1,,Appears on his show to introduce young Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Cher,appeared,a,1,,Appears on the Sonny & Cher Show in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Sonny Bono,appeared,a,1,,Appears on the Sonny & Cher Show in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,William Shakespeare,mentioned,m,3,Terrance,"""HA! Goood luck getting Phillip! He left because he wanted to do ""more serious"" stuff. Last I heard, he was doing Canadian Shakespeare in Toronto.""", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Gerald Ford,depicted,d,2,,A shot of Terrance and Phillip with President Gerald Ford was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Tony Orlando,depicted,d,2,,A shot of Terrance and Phillip with Tony Orlando and Dawn was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Telma Hopkins,depicted,d,2,,A shot of Terrance and Phillip with Tony Orlando and Dawn was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Joyce Vincent,depicted,d,2,,A shot of Terrance and Phillip with Tony Orlando and Dawn was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Johnny Carson,depicted,d,2,,A shot of Johnny Carson laughing it up with Terrance and Phillip was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Donny Osmond,depicted,d,2,,A shot of the Donny and Marie Show with Terrance and Phillip was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Marie Osmond,depicted,d,2,,A shot of the Donny and Marie Show with Terrance and Phillip was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,John Schneider,depicted,d,2,,A shot of John Schneider singing was shown in the documentary about Terrance and Phillip., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Meat Loaf,depicted,d,2,,Poster in Denver Coliseum., ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Alan King,mentioned,m,3,,"A real shot of the ""Ed Sullivan Show"" billboard mentioning several celebrities.", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Rouvaun,mentioned,m,3,,"A real shot of the ""Ed Sullivan Show"" billboard mentioning several celebrities.", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Richard Pryor,mentioned,m,3,,"A real shot of the ""Ed Sullivan Show"" billboard mentioning several celebrities.", ,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,Celine Dion,appeared,a,1,,A recap shot of her in bed with Ugly Bob is shown in the documentary about Terrance and Phillip., ,,
7,71,5,5,6,Cartmanland,Jennifer Lopez,appeared,a,1,,Appears as a doll in a toy car Stan and Kyle blow up with a small firework.,parody,,
7,71,5,5,6,Cartmanland,Michael Bay,mentioned,m,3,Kyle,"""Then I was right. Job has all his children killed, and Michael Bay gets to keep making movies. There isn't a God.""", ,,
7,72,5,5,7,Proper Condom Use,Jennifer Lopez,appeared,a,1,,Appears as a doll in a toy car Stan and Kyle melt by a magnifying glass.,parody,,
7,72,5,5,7,Proper Condom Use,John Steinbeck,mentioned,m,3,Sharon,"""Anyway, I found myself enticed by Steinbeck's imagery.""", ,,
7,72,5,5,7,Proper Condom Use,David Freiberg,depicted,d,2,,Poster in the sexual education classroom., ,,
7,73,5,5,8,Towelie,,,,,,,,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Osama bin Laden,appeared,a,1,,Records a video threatening to kill the kids and goat., ,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Stevie Nicks,mentioned,m,3,,The goat is confused for Stevie Nicks by soldiers and journalists.,parody,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Barbra Streisand,depicted,d,2,,"Cartman holds up four other signs: a jack and donkey, a pile of feces and a bald head, a rooster and lollipop, and Barbra Streisand.", ,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Mick Fleetwood,appeared,a,1,,Performs with Fleetwood Mac at the USO concert., ,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Lindsey Buckingham,appeared,a,1,,Performs with Fleetwood Mac at the USO concert., ,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,Christine Perfect,appeared,a,1,,Performs with Fleetwood Mac at the USO concert., ,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,John McVie,appeared,a,1,,Performs with Fleetwood Mac at the USO concert., ,,
7,75,5,5,10,How to Eat with Your Butt,Ben Affleck,appeared,a,1,,Appears as the missing child of the Thompsons., ,,
